run_id,episode,episode_reward,epsilon
1,1,-1753.4591704998165,0.9704455335485082
1,2,-1721.8907587639987,0.9417645335842487
1,3,-1679.4538211412728,0.9139311852712282
1,4,-1681.0127579532564,0.8869204367171575
1,5,-1617.4987164693885,0.8607079764250578
1,6,-1678.9060058901086,0.835270211411272
1,7,-1558.113029435277,0.8105842459701871
1,8,-1520.6734025198384,0.7866278610665535
1,9,-1599.9481058456004,0.7633794943368531
1,10,-1539.016896883957,0.7408182206817179
1,11,-1424.4790651835501,0.7189237334319262
1,12,-1459.8834041333757,0.697676326071031
1,13,-1425.7785694608465,0.6770568744981647
1,14,-1385.1349142231047,0.6570468198150567
1,15,-1411.234818186611,0.6376281516217733
1,16,-1400.6526635624468,0.6187833918061408
1,17,-1359.1708702621982,0.6004955788122659
1,18,-1276.6423303335905,0.5827482523739896
1,19,-1311.3940763934515,0.5655254386995371
1,20,-1254.9314266126603,0.5488116360940265
1,21,-1264.6497168811038,0.5325918010068972
1,22,-1231.769885847345,0.5168513344916993
1,23,-1199.0007716510445,0.5015760690660556
1,24,-1255.962088048458,0.4867522559599717
1,25,-1201.0361539516598,0.4723665527410147
1,26,-1130.2355887615122,0.4584060113052235
1,27,-1142.7256693635136,0.44485806622294116
1,28,-1126.9711780883372,0.43171052342907973
1,29,-1141.1800083648413,0.418951549247639
1,30,-1159.9999552769586,0.40656965974059917
1,31,-1052.5796746392734,0.39455371037160114
1,32,-1131.7407112419605,0.38289288597511206
1,33,-1020.0224406970665,0.3715766910220457
1,34,-1016.414751493372,0.3605949401730783
1,35,-1083.2409859420732,0.3499377491111553
1,36,-1056.5145584093407,0.3395955256449391
1,37,-1079.076577003114,0.3295589610751891
1,38,-1001.7744152331725,0.31981902181630395
1,39,-1041.5014337250032,0.31036694126548503
1,40,-995.543369893916,0.30119421191220214
1,41,-1050.545661192853,0.2922925776808594
1,42,-1033.6235383078456,0.2836540264997704
1,43,-984.1385208526626,0.27527078308975234
1,44,-981.4136276128702,0.2671353019658504
1,45,-1025.544215313159,0.25924026064589156
1,46,-973.4938660692424,0.2515785530597565
1,47,-1017.096608675085,0.2441432831534371
1,48,-964.9701282866299,0.23692775868212176
1,49,-959.7720656343736,0.22992548518672384
1,50,-1050.9845232707448,0.22313016014842982
1,51,-966.1238607959822,0.21653566731600707
1,52,-947.7587202088907,0.21013607120076472
1,53,-931.1867297552526,0.20392561173421347
1,54,-927.4192222040147,0.1978986990836147
1,55,-921.999380607158,0.19204990862075413
1,56,-967.0173015119508,0.18637397603940997
1,57,-962.6287484592758,0.1808657926171221
1,58,-929.7639307063073,0.17552040061699686
1,59,-941.5438148006797,0.17033298882540943
1,60,-936.3435671934858,0.16529888822158656
1,61,-937.4555432200432,0.1604135677751728
1,62,-930.0315315802582,0.15567263036799733
1,63,-917.672123122029,0.15107180883637086
1,64,-934.9064517915249,0.14660696213035015
1,65,-894.9245017841458,0.1422740715865136
1,66,-935.8024578215554,0.13806923731089282
1,67,-891.4766514897346,0.13398867466880499
1,68,-890.3921754406183,0.1300287108784259
1,69,-853.9286465951591,0.12618578170503877
1,70,-858.3822917761281,0.1224564282529819
1,71,-857.2300326516852,0.11883729385240965
1,72,-884.6334828212857,0.11532512103806251
1,73,-872.5811225925572,0.11191674861732888
1,74,-842.6488080676645,0.10860910882495801
1,75,-870.1540861153044,0.10539922456186433
1,76,-849.0462301624939,0.10228420671553748
1,77,-909.0554067427292,0.09926125155964566
1,78,-902.091563408263,0.09632763823049303
1,79,-897.2342668715864,0.09348072627805847
1,80,-840.6831298195757,0.09071795328941251
2,1,-1712.3507175268605,0.9704455335485082
2,2,-1713.717154958751,0.9417645335842487
2,3,-1696.099777309224,0.9139311852712282
2,4,-1646.2540215142071,0.8869204367171575
2,5,-1582.803243923001,0.8607079764250578
2,6,-1639.391113942489,0.835270211411272
2,7,-1557.6916882391088,0.8105842459701871
2,8,-1561.1910136118531,0.7866278610665535
2,9,-1513.504040676169,0.7633794943368531
2,10,-1556.3093853769242,0.7408182206817179
2,11,-1515.206657230854,0.7189237334319262
2,12,-1502.5115483803675,0.697676326071031
2,13,-1410.78410731256,0.6770568744981647
2,14,-1409.6978851817548,0.6570468198150567
2,15,-1329.3013813733123,0.6376281516217733
2,16,-1392.6878852630034,0.6187833918061408
2,17,-1330.238792493008,0.6004955788122659
2,18,-1299.2135489638895,0.5827482523739896
2,19,-1318.434709412977,0.5655254386995371
2,20,-1296.0594463767484,0.5488116360940265
2,21,-1218.420919470489,0.5325918010068972
2,22,-1260.894552811049,0.5168513344916993
2,23,-1218.961283762881,0.5015760690660556
2,24,-1144.4175154939294,0.4867522559599717
2,25,-1185.1698158895015,0.4723665527410147
2,26,-1180.858067564608,0.4584060113052235
2,27,-1209.399502389133,0.44485806622294116
2,28,-1121.4220695011318,0.43171052342907973
2,29,-1127.8582764649764,0.418951549247639
2,30,-1125.0269825402647,0.40656965974059917
2,31,-1132.275334567763,0.39455371037160114
2,32,-1107.3863846613094,0.38289288597511206
2,33,-1051.8303170510917,0.3715766910220457
2,34,-1043.7534749837941,0.3605949401730783
2,35,-1090.2286488357931,0.3499377491111553
2,36,-1044.1124903913587,0.3395955256449391
2,37,-1053.23164163623,0.3295589610751891
2,38,-1048.3969668671489,0.31981902181630395
2,39,-1038.6724628861411,0.31036694126548503
2,40,-1063.4592313570902,0.30119421191220214
2,41,-1023.1247276486829,0.2922925776808594
2,42,-967.6816161926836,0.2836540264997704
2,43,-1043.5734994746745,0.27527078308975234
2,44,-967.549720809795,0.2671353019658504
2,45,-928.5575306200772,0.25924026064589156
2,46,-937.0068740732968,0.2515785530597565
2,47,-938.0637480677105,0.2441432831534371
2,48,-913.8241690704599,0.23692775868212176
2,49,-957.2005429789424,0.22992548518672384
2,50,-1016.9963077576831,0.22313016014842982
2,51,-934.5261419368908,0.21653566731600707
2,52,-989.6268029492348,0.21013607120076472
2,53,-952.790059900377,0.20392561173421347
2,54,-935.7744443258271,0.1978986990836147
2,55,-916.2606746139936,0.19204990862075413
2,56,-977.3431850112975,0.18637397603940997
2,57,-955.1403000382707,0.2608657926171221
2,58,-977.8716239425703,0.17552040061699686
2,59,-939.458067540545,0.17033298882540943
2,60,-928.5184327093884,0.16529888822158656
2,61,-898.6751912422478,0.1604135677751728
2,62,-949.7821664977819,0.15567263036799733
2,63,-848.0708428416401,0.15107180883637086
2,64,-925.5192922633141,0.14660696213035015
2,65,-887.8168902453035,0.1422740715865136
2,66,-914.2066389750689,0.13806923731089282
2,67,-939.7567895836546,0.13398867466880499
2,68,-910.9654698800296,0.1300287108784259
2,69,-881.5223446520977,0.12618578170503877
2,70,-869.475003967993,0.1224564282529819
2,71,-862.5065025863587,0.11883729385240965
2,72,-890.3460097699426,0.11532512103806251
2,73,-853.4993528909981,0.11191674861732888
2,74,-889.9178602313623,0.10860910882495801
2,75,-880.0238013835624,0.10539922456186433
2,76,-929.6941402330995,0.10228420671553748
2,77,-857.8609395828098,0.09926125155964566
2,78,-897.4465532674803,0.09632763823049303
2,79,-837.6664408175275,0.09348072627805847
2,80,-834.7244298970327,0.09071795328941251
3,1,-1750.5929254973307,0.9704455335485082
3,2,-1658.8876945693046,0.9417645335842487
3,3,-1682.2369771082886,0.9139311852712282
3,4,-1658.5136131551117,0.8869204367171575
3,5,-1701.6065214825794,0.8607079764250578
3,6,-1627.9327709223144,0.835270211411272
3,7,-1582.4499185737222,0.8105842459701871
3,8,-1542.133990268223,0.7866278610665535
3,9,-1526.8170919790864,0.7633794943368531
3,10,-1547.2116101858555,0.7408182206817179
3,11,-1496.7959149358794,0.7189237334319262
3,12,-1527.1139591219835,0.697676326071031
3,13,-1495.3556095603853,0.6770568744981647
3,14,-1405.3234286797233,0.6570468198150567
3,15,-1334.33854765445,0.6376281516217733
3,16,-1340.2882710602134,0.6187833918061408
3,17,-1338.9789487458766,0.6004955788122659
3,18,-1260.6014326829463,0.5827482523739896
3,19,-1288.3401317885146,0.5655254386995371
3,20,-1329.1045500617474,0.5488116360940265
3,21,-1236.2320660240366,0.5325918010068972
3,22,-1250.7709342520684,0.5168513344916993
3,23,-1286.784964568913,0.5015760690660556
3,24,-1251.055240418762,0.4867522559599717
3,25,-1237.5712044984102,0.4723665527410147
3,26,-1160.5327781988308,0.4584060113052235
3,27,-1195.588237204589,0.44485806622294116
3,28,-1106.228176822362,0.43171052342907973
3,29,-1142.525983478874,0.418951549247639
3,30,-1187.1697596758604,0.40656965974059917
3,31,-1050.4200605042279,0.39455371037160114
3,32,-1074.2738103978336,0.38289288597511206
3,33,-1120.9788947310299,0.3715766910220457
3,34,-1034.0380606078543,0.3605949401730783
3,35,-1063.3007115432993,0.3499377491111553
3,36,-1068.48402161611,0.3395955256449391
3,37,-1060.425311639905,0.3295589610751891
3,38,-1024.6362799247727,0.31981902181630395
3,39,-990.9937006905675,0.31036694126548503
3,40,-1131.0150928561925,0.30119421191220214
3,41,-1052.2350692604668,0.2922925776808594
3,42,-999.2972079338506,0.2836540264997704
3,43,-999.8977194996551,0.27527078308975234
3,44,-1013.1819037422538,0.2671353019658504
3,45,-1001.0036500776187,0.25924026064589156
3,46,-1034.4514684034511,0.2515785530597565
3,47,-1000.0191013956792,0.2441432831534371
3,48,-995.2625298807397,0.23692775868212176
3,49,-937.6894952738658,0.22992548518672384
3,50,-967.5795543123968,0.22313016014842982
3,51,-975.5543929534033,0.21653566731600707
3,52,-992.8036413546652,0.21013607120076472
3,53,-927.57674377691,0.20392561173421347
3,54,-930.5632588295266,0.1978986990836147
3,55,-988.5076352888718,0.19204990862075413
3,56,-939.2598753906786,0.18637397603940997
3,57,-940.1276053208858,0.1808657926171221
3,58,-914.1826130868867,0.17552040061699686
3,59,-939.0514864628203,0.17033298882540943
3,60,-900.283011351712,0.16529888822158656
3,61,-924.5576667701825,0.1604135677751728
3,62,-912.1361445928924,0.15567263036799733
3,63,-927.4383543133736,0.15107180883637086
3,64,-928.3960934858187,0.14660696213035015
3,65,-880.3662723787129,0.1422740715865136
3,66,-828.2456026775762,0.13806923731089282
3,67,-891.4612896963954,0.13398867466880499
3,68,-866.0957880271599,0.1300287108784259
3,69,-885.3355659507215,0.12618578170503877
3,70,-889.488760182634,0.1224564282529819
3,71,-896.1222578287125,0.11883729385240965
3,72,-875.2932716105133,0.11532512103806251
3,73,-892.8975506573915,0.11191674861732888
3,74,-860.1296778721735,0.10860910882495801
3,75,-852.489599420689,0.10539922456186433
3,76,-882.8219886021689,0.10228420671553748
3,77,-886.343389005342,0.17926125155964567
3,78,-951.2455163542181,0.09632763823049303
3,79,-858.3999867681414,0.09348072627805847
3,80,-846.8162674773484,0.09071795328941251
4,1,-1732.3302801195532,0.9704455335485082
4,2,-1695.7002112213522,0.9417645335842487
4,3,-1727.5097544798627,0.9139311852712282
4,4,-1613.8513633598923,0.8869204367171575
4,5,-1664.4813849944621,0.8607079764250578
4,6,-1638.0282878214493,0.835270211411272
4,7,-1584.8680364349857,0.8105842459701871
4,8,-1561.3820641450584,0.7866278610665535
4,9,-1466.906069706194,0.7633794943368531
4,10,-1484.5040931338444,0.7408182206817179
4,11,-1436.1442527873442,0.7189237334319262
4,12,-1409.08729815291,0.697676326071031
4,13,-1389.8493534027948,0.6770568744981647
4,14,-1400.8707554340363,0.6570468198150567
4,15,-1369.7128965053707,0.6376281516217733
4,16,-1420.5379270641133,0.6187833918061408
4,17,-1281.440223844722,0.6004955788122659
4,18,-1345.5578780602664,0.5827482523739896
4,19,-1316.0582055281848,0.5655254386995371
4,20,-1332.188910793513,0.5488116360940265
4,21,-1267.8140991264954,0.5325918010068972
4,22,-1214.9962828210555,0.5168513344916993
4,23,-1292.525114633143,0.5015760690660556
4,24,-1178.498635707423,0.4867522559599717
4,25,-1146.1073554633185,0.4723665527410147
4,26,-1190.4208931783214,0.4584060113052235
4,27,-1182.296712349169,0.44485806622294116
4,28,-1141.7336954567581,0.43171052342907973
4,29,-1116.2434184271842,0.418951549247639
4,30,-1159.3900834238157,0.40656965974059917
4,31,-1140.2261873194948,0.39455371037160114
4,32,-1153.7270525237545,0.38289288597511206
4,33,-1083.51162744686,0.3715766910220457
4,34,-1094.9935374981724,0.3605949401730783
4,35,-1091.310730252415,0.3499377491111553
4,36,-1065.960910204798,0.3395955256449391
4,37,-1014.94921390526,0.3295589610751891
4,38,-1048.5451582036912,0.31981902181630395
4,39,-1046.974331180565,0.31036694126548503
4,40,-1049.4626548150554,0.30119421191220214
4,41,-978.9747843435034,0.2922925776808594
4,42,-945.897184766829,0.2836540264997704
4,43,-1027.9314487716183,0.27527078308975234
4,44,-1036.1179007850587,0.2671353019658504
4,45,-958.0149942040443,0.25924026064589156
4,46,-988.7127413125709,0.2515785530597565
4,47,-1027.0047251759097,0.2441432831534371
4,48,-1037.5607101451606,0.23692775868212176
4,49,-924.4748410340399,0.22992548518672384
4,50,-953.2002470251173,0.22313016014842982
4,51,-953.7753336466849,0.21653566731600707
4,52,-1002.5376968933269,0.21013607120076472
4,53,-954.7044065780938,0.20392561173421347
4,54,-935.9928170396015,0.1978986990836147
4,55,-950.5744466423057,0.19204990862075413
4,56,-943.9599896529689,0.18637397603940997
4,57,-911.8301580231637,0.1808657926171221
4,58,-897.1647999556735,0.17552040061699686
4,59,-889.3596370527521,0.17033298882540943
4,60,-924.7280131587759,0.16529888822158656
4,61,-886.3735939385369,0.1604135677751728
4,62,-932.3415049989708,0.15567263036799733
4,63,-880.4352928167209,0.15107180883637086
4,64,-922.94497230649,0.14660696213035015
4,65,-851.9897924768738,0.1422740715865136
4,66,-831.7548608379439,0.13806923731089282
4,67,-875.9812481841072,0.13398867466880499
4,68,-943.4569789413363,0.1300287108784259
4,69,-892.1749735092744,0.12618578170503877
4,70,-887.6747045442462,0.1224564282529819
4,71,-872.2289150822908,0.11883729385240965
4,72,-872.8159990087152,0.11532512103806251
4,73,-821.3028026241809,0.11191674861732888
4,74,-860.7161452602595,0.10860910882495801
4,75,-891.6881791651249,0.10539922456186433
4,76,-941.0257144393399,0.10228420671553748
4,77,-906.6184087581933,0.09926125155964566
4,78,-886.6850427957252,0.09632763823049303
4,79,-865.5266405828297,0.09348072627805847
4,80,-848.5311002396047,0.09071795328941251
5,1,-1766.2896378301084,0.9704455335485082
5,2,-1747.47930941917,0.9417645335842487
5,3,-1626.4848739728332,0.9139311852712282
5,4,-1661.015258640051,0.8869204367171575
5,5,-1645.9701335774735,0.8607079764250578
5,6,-1628.8709212131798,0.835270211411272
5,7,-1593.580654534453,0.8105842459701871
5,8,-1571.3332518203533,0.7866278610665535
5,9,-1512.6155814854428,0.7633794943368531
5,10,-1524.0969909019768,0.7408182206817179
5,11,-1470.2683560214937,0.7189237334319262
5,12,-1497.759640198201,0.697676326071031
5,13,-1457.2145702335984,0.6770568744981647
5,14,-1442.1313947848976,0.6570468198150567
5,15,-1364.3471299740486,0.6376281516217733
5,16,-1341.7176605798304,0.6187833918061408
5,17,-1386.4836589647457,0.6004955788122659
5,18,-1307.2771896803752,0.5827482523739896
5,19,-1234.336865747755,0.5655254386995371
5,20,-1247.959532798268,0.5488116360940265
5,21,-1253.9469499532133,0.5325918010068972
5,22,-1241.7614221563563,0.5168513344916993
5,23,-1250.7359891822562,0.5015760690660556
5,24,-1206.9900673497468,0.4867522559599717
5,25,-1193.9298660899512,0.4723665527410147
5,26,-1228.0727425473742,0.4584060113052235
5,27,-1156.29210372729,0.44485806622294116
5,28,-1151.1724531315267,0.43171052342907973
5,29,-1128.4776385710575,0.418951549247639
5,30,-1107.7594300271012,0.40656965974059917
5,31,-1116.3753635799512,0.39455371037160114
5,32,-1091.7875271802768,0.38289288597511206
5,33,-1081.091552097816,0.3715766910220457
5,34,-1048.0757581973448,0.3605949401730783
5,35,-1031.0659605553374,0.3499377491111553
5,36,-1010.2251569041982,0.3395955256449391
5,37,-1108.5951987113804,0.3295589610751891
5,38,-1048.8021111320704,0.31981902181630395
5,39,-992.4031002814882,0.31036694126548503
5,40,-1004.8189997505397,0.30119421191220214
5,41,-994.1295137992129,0.2922925776808594
5,42,-1002.1509467661381,0.2836540264997704
5,43,-1033.3146852450445,0.27527078308975234
5,44,-1037.1544002713636,0.2671353019658504
5,45,-1021.0856686122715,0.25924026064589156
5,46,-1034.6970752803609,0.2515785530597565
5,47,-953.021640624851,0.2441432831534371
5,48,-965.903468079865,0.23692775868212176
5,49,-959.6043516504578,0.22992548518672384
5,50,-945.0660279793665,0.22313016014842982
5,51,-929.023337229155,0.21653566731600707
5,52,-997.4436435475945,0.21013607120076472
5,53,-949.5671815117821,0.20392561173421347
5,54,-920.4688538032933,0.1978986990836147
5,55,-950.1790549093857,0.19204990862075413
5,56,-945.7520882356912,0.18637397603940997
5,57,-934.357761953026,0.1808657926171221
5,58,-950.7059983638464,0.17552040061699686
5,59,-960.953231908381,0.17033298882540943
5,60,-935.5326522383839,0.16529888822158656
5,61,-891.0864893598482,0.1604135677751728
5,62,-900.0861967829987,0.15567263036799733
5,63,-899.0634014727548,0.15107180883637086
5,64,-899.9673279393464,0.14660696213035015
5,65,-951.7045431965962,0.1422740715865136
5,66,-888.0404914971441,0.13806923731089282
5,67,-839.150667774491,0.13398867466880499
5,68,-864.3458359921351,0.1300287108784259
5,69,-916.3027046350762,0.12618578170503877
5,70,-896.1653444254771,0.1224564282529819
5,71,-901.5635833563283,0.11883729385240965
5,72,-916.4723126171157,0.11532512103806251
5,73,-895.6819220101461,0.11191674861732888
5,74,-913.0261645279825,0.10860910882495801
5,75,-910.1185200223699,0.10539922456186433
5,76,-905.9957353184,0.10228420671553748
5,77,-857.0651866476983,0.09926125155964566
5,78,-915.0798487449065,0.17632763823049302
5,79,-939.2133484315127,0.09348072627805847
5,80,-861.8338928008452,0.09071795328941251
